county,residential_taxable_value,agricultural_taxable_value,industrial_taxable_value,commercial_taxable_value,mineral_taxable_value,total_taxable_value,year
logan,725531220,137289210,74624540,103967850,0,1041412820,2011
lorain,5114587650,146443940,236420080,915295220,62330,6412809220,2011
lucas,5629044610,76387390,257474780,1732335220,0,7695242000,2011
madison,556223580,201519160,34605460,86148210,0,878496410,2011
mahoning,2694493850,147484610,143453370,753541580,9246740,3748220150,2011
marion,648740380,123746700,37913730,140151260,3210,950555280,2011
medina,3459944940,244572270,164943060,581692560,983600,4452136430,2011
meigs,153592320,80343450,20180570,21237000,6963590,282316930,2011
mercer,558031090,214691140,25172760,64139890,4370,862039250,2011
miami,1587212010,134233390,125725360,262720760,0,2109891520,2011
monroe,93203330,86750650,6912980,13911670,7552740,208331370,2011
montgomery,6814999820,143235880,292494510,1859223290,0,9109953500,2011
morgan,107310070,75360730,4642030,21572040,1695290,210580160,2011
morrow,485786580,126074890,9369440,40100220,2303300,663634430,2011
muskingum,1002960580,140499460,43883340,287852190,8375750,1483571320,2011
noble,89105970,89642070,2828990,14503990,4559200,200640220,2011
ottawa,1324296210,77545290,65222500,193431360,0,1660495360,2011
paulding,188433300,101175570,10472970,22709330,0,322791170,2011
perry,372272500,95967330,8447930,38879210,2508470,518075440,2011
pickaway,713611250,210114220,21551150,104123980,668370,1050068970,2011
pike,211255310,81685910,12321420,32914840,0,338177480,2011
portage,2465980100,150909850,178809750,437524160,7328720,3240552580,2011
preble,478039690,197775440,31570500,56576690,0,763962320,2011
putnam,428136930,210262670,23787460,36855710,0,699042770,2011
richland,1367741610,153099790,75516910,281197340,148600,1877704250,2011
ross,741797670,164004220,34828470,153182320,290,1093812970,2011
sandusky,810646050,120276770,62599090,144338640,31540,1137892090,2011
scioto,604285600,114047900,10543380,133799190,7350,862683420,2011
seneca,562001420,226400450,31141110,96243610,21150,915807740,2011
shelby,583876680,180543950,104158570,93254060,0,961833260,2011
stark,5137155040,249081960,261159770,1174029670,12011530,6833437970,2011
summit,8615634810,100333020,319696710,2116537710,6910490,11159112740,2011
trumbull,2243560990,259364000,126312180,499036840,7831110,3136105120,2011
tuscarawas,1068976910,173776270,72861530,212857900,10088380,1538560990,2011
union,841755600,189910140,120014110,135487090,0,1287166940,2011
van wert,303395200,160774570,16584590,35591220,0,516345580,2011
vinton,82938080,58050350,4386410,7092680,2404500,154872020,2011
warren,4434087030,158979990,175568190,771054250,0,5539689460,2011
washington,626554500,120227520,48067050,169233960,2600700,966683730,2011
wayne,1446248800,252050630,114374000,272153400,7126830,2091953660,2011
williams,426482240,126343780,55299140,79284460,0,687409620,2011
wood,1756020930,220387450,170411710,479733330,4250,2626557670,2011
wyandot,232145110,121703340,21523280,34052200,7100,409431030,2011
adams,198557350,87292410,63687670,33999620,0,383537050,2012
allen,1145212710,147720900,105032410,331140250,0,1729106270,2012
ashland,635245080,122311940,31822450,108108640,441760,897929870,2012
ashtabula,1069012560,285591960,85636940,222013920,3445120,1665700500,2012
athens,549746790,112408690,6049490,181359650,1080760,850645380,2012
auglaize,598226560,151764050,54506250,93837750,0,898334610,2012
belmont,698234580,123735320,29255680,188345070,20186700,1059757350,2012
brown,449217580,159428160,6273380,59535100,0,674454220,2012
butler,5319783940,176783030,510081920,1026034910,0,7032683800,2012
carroll,330415450,133064250,13433520,40764550,10979970,528657740,2012
champaign,467819840,146858700,29929950,61460460,0,706068950,2012
clark,1570275580,154808900,88879330,383910320,0,2197874130,2012
clermont,2981304820,111718510,100547010,581197010,0,3774767350,2012
clinton,449316140,167920480,24544390,122742520,0,764523530,2012
columbiana,1100856580,196388960,52550030,188737220,2178130,1540710920,2012
coshocton,328933910,139322120,46225590,69954270,3796140,588232030,2012
crawford,375753720,136615950,32231190,63136640,0,607737500,2012
cuyahoga,18491993250,9997690,1181319690,7178016160,7993580,26869320370,2012
darke,598005830,237319250,36580620,86635740,0,958541440,2012
defiance,423134180,149124720,24639150,87477350,0,684375400,2012
delaware,5182606230,115964370,124476400,587779800,53810,6010880610,2012
erie,1395597740,88143000,41302480,366938160,35400,1892016780,2012
fairfield,2390465760,220829080,45795970,443960230,1105810,3102156850,2012
fayette,287593160,167543130,27029680,110954100,2960,593123030,2012
franklin,17768002430,65614170,1418005220,6171797810,0,25423419630,2012
fulton,516879220,173902430,62850480,81540890,110,835173130,2012
gallia,255853840,111456270,5101030,118379510,467730,491258380,2012
geauga,2277481130,300807680,86404730,246154230,3893560,2914741330,2012
greene,2773598650,202336340,46777600,709116100,0,3731828690,2012
guernsey,364483560,89094730,16745170,89332990,4263940,563920390,2012
hamilton,12671138920,47003670,932520610,3717856860,0,17368520060,2012
hancock,1026292530,184067510,85295440,234429050,0,1530084530,2012
hardin,273091880,173361740,20410440,39571720,0,506435780,2012
harrison,118925930,88738270,7960320,17000070,40357640,272982230,2012
henry,352897240,169906930,21511810,41056450,0,585372430,2012
highland,413748840,159738080,12445360,63502930,0,649435210,2012
hocking,416894800,47764310,7078710,42025210,630930,514393960,2012
holmes,430334170,211494990,41347800,90696610,3005210,776878780,2012
huron,652355340,186550290,39684880,119365090,622900,998578500,2012
jackson,274260750,73747710,14522860,67831480,389390,430752190,2012
jefferson,620233485,90821460,69354440,132244690,4303790,916957865,2012
knox,750744200,246575580,34084930,93421600,3195370,1128021680,2012
lake,4145689190,61602310,315152490,867565230,1164770,5391173990,2012
lawrence,613355690,84569130,9205210,89600930,756290,797487250,2012
licking,2688685820,262884880,126389570,537031500,3204160,3618195930,2012
logan,732590470,138489640,73950850,105721040,0,1050752000,2012
lorain,4643719780,150541730,231521630,887101940,69530,5912954610,2012
lucas,4819015750,77517320,239175450,1637658120,0,6773366640,2012
madison,558395470,200958220,35706980,89842680,0,884903350,2012
mahoning,2704496180,146657570,145030840,761469980,8338600,3765993170,2012
marion,648403320,124032170,38113600,138694580,1720,949245390,2012
medina,3480706590,243283960,164470190,578080620,881150,4467422510,2012
meigs,154589670,80944630,20173170,21312700,6998820,284018990,2012
mercer,561003770,215615790,25100930,63777010,7390,865504890,2012
miami,1585981970,133745430,131220650,261032740,0,2111980790,2012
monroe,93447040,87179660,6910160,14256350,7085750,208878960,2012
montgomery,6805719580,137248360,280908380,1772338660,0,8996214980,2012
morgan,114422290,92539420,4014870,21724750,1678770,234380100,2012
morrow,487362970,126404970,9234410,38082450,2277290,663362090,2012
muskingum,916373130,166635580,46363010,287387740,8819670,1425579130,2012
noble,92208180,88775250,2823720,14745710,3886950,202439810,2012
ottawa,1241331820,90735070,60788660,184484000,0,1577339550,2012
paulding,189264590,101155610,10579800,22936420,0,323936420,2012
perry,372610500,95627770,7739660,36829300,2743400,515550630,2012
pickaway,716461910,210757710,23147560,96862760,669730,1047899670,2012
pike,209544000,82149600,5279610,32708270,0,329681480,2012
portage,2345695600,152742130,171520710,432169050,7212290,3109339780,2012
preble,477793560,198225110,27109670,54670640,0,757798980,2012
putnam,432114670,210212370,24415740,37214170,0,703956950,2012
richland,1352310960,151735310,71181170,272977560,84310,1848289310,2012
ross,744606830,165796840,36211340,154276850,20,1100891880,2012
sandusky,728180300,150848880,61974720,130177470,34400,1071215770,2012
scioto,605101360,114426300,10500840,132604930,7350,862640780,2012
seneca,563056400,226644800,31574550,95983390,20700,917279840,2012
shelby,584405310,182365550,104731900,89413320,0,960916080,2012
stark,4609353620,227936680,240013340,1027059900,11405710,6115769250,2012
summit,8616725870,101484160,329868560,2075009950,6841480,11129930020,2012
trumbull,2235589300,257244480,126522210,488745210,7310840,3115412040,2012
tuscarawas,1071752340,174475400,72198300,212947660,9085870,1540459570,2012
union,850477640,187468690,114328570,135469880,0,1287744780,2012
van wert,302681190,160300580,16352850,36160210,0,515494830,2012
vinton,83223150,63963040,4397120,6846700,2323110,160753120,2012
warren,4270415920,165544630,168507030,672514940,0,5276982520,2012
washington,626914250,121338090,48805270,172589790,2443610,972091010,2012
wayne,1450496720,256276830,128026040,261691100,6487600,2102978290,2012
williams,383889000,149302920,52313010,69196290,0,654701220,2012
wood,1761364510,222066050,172957730,493383570,2900,2649774760,2012
wyandot,233497590,122632670,21920920,33832320,9900,411893400,2012
adams,201499990,125319680,63410720,33910300,0,424140690,2013
allen,1145956620,148712550,111894550,328566810,0,1735130530,2013
ashland,637994160,123535500,31854320,108381860,408410,902174250,2013
ashtabula,1072294100,287181800,88445420,257374850,2965990,1708262160,2013
athens,551113620,113326700,6055640,184789820,933970,856219750,2013
auglaize,599939920,153786540,53644120,93606910,0,900977490,2013
belmont,702159930,123098270,26895390,194001760,23429380,1069584730,2013
brown,451349740,160193190,6264080,59789910,0,677596920,2013
butler,5292509310,175881570,500648900,1029218310,0,6998258090,2013
carroll,317511770,159604050,12922310,38993410,31287950,560319490,2013
champaign,463436080,240043080,28025370,59564870,0,791069400,2013
clark,1503325240,225142590,86152770,365415230,0,2180035830,2013
clermont,2994690110,112417370,100921220,580815910,0,3788844610,2013
clinton,449760040,168521100,23676780,121258110,0,763216030,2013
columbiana,1070270670,232119190,54537290,187017300,2215700,1546160150,2013
coshocton,329676530,140534310,45280400,68524570,3965320,587981130,2013
crawford,375055100,136984880,29186770,62752910,5400,603985060,2013
cuyahoga,18476921710,8393310,1185049860,7150552210,6513770,26827430860,2013
darke,602277670,238401550,37450960,86196780,0,964326960,2013
defiance,424260730,149376730,25265350,86405320,0,685308130,2013
delaware,5263454440,114142090,117219970,590393220,55620,6085265340,2013
erie,1395340890,89586170,42153830,362424520,33470,1889538880,2013
fairfield,2367577630,287694040,45003020,459751370,968160,3160994220,2013
fayette,287943870,167392100,26595260,112469920,2960,594404110,2013
franklin,17776257300,57099170,1417449070,6158739180,0,25409544720,2013
fulton,518776580,172759740,62499060,81290270,110,835325760,2013
gallia,256525240,112003350,4984100,117311840,453560,491278090,2013
geauga,2285938830,302029620,91557670,239319110,3217200,2922062430,2013
greene,2790220140,200327000,46794560,684519040,0,3721860740,2013
guernsey,367810120,89551570,17386400,88307920,7504090,570560100,2013
hamilton,12659011730,46724570,931342140,3678997520,0,17316075960,2013
hancock,1014001630,312535470,85111690,234301990,0,1645950780,2013
hardin,274096320,172747440,21118010,38926200,0,506887970,2013
harrison,118999680,87876580,31685960,17141410,26730404,282434034,2013
henry,354717480,169288010,21222940,41381770,0,586610200,2013
highland,412916580,161478790,12818400,64049230,0,651263000,2013
hocking,405432980,54196160,7405750,42094890,647860,509777640,2013
holmes,441739160,254849620,43132740,93887740,2840270,836449530,2013
huron,654682420,187490470,39510850,114853640,863770,997401150,2013
jackson,275268720,74172610,14741610,62491790,393330,427068060,2013
jefferson,622020700,91335290,68569620,132486070,6737950,921149630,2013
knox,755282620,250236830,34102740,93314300,2922550,1135859040,2013
lake,4156997290,61066450,307885540,846776090,917060,5373642430,2013
lawrence,629003060,93989780,9269220,89874540,755030,822891630,2013
licking,2707637970,259860240,122379190,547748130,3317550,3640943080,2013
logan,696437100,232090250,73525520,102956010,0,1105008880,2013
lorain,4685841460,151003670,235270890,886712640,57400,5958886060,2013
lucas,4809291830,76260800,235022150,1622138620,0,6742713400,2013
madison,561404700,201483420,35524860,105814070,0,904227050,2013
mahoning,2710511750,146576200,151161660,751235190,6922100,3766406900,2013
marion,645082750,211880820,39550840,140317430,1720,1036833560,2013
medina,3337141060,268775720,159345380,554840820,708170,4320811150,2013
meigs,158526990,95800110,20923280,21327520,7025970,303603870,2013
mercer,565955040,216827610,26353070,64515670,7440,873658830,2013
miami,1471793560,195999960,129499860,249202990,0,2046496370,2013
monroe,96406790,104201920,7119480,15890280,7088320,230706790,2013
montgomery,6813130630,137437330,285310630,1768340120,0,9004218710,2013
morgan,114708350,92852450,3944600,21985790,1336930,234828120,2013
morrow,489762940,126570700,9144070,38484240,2358020,666319970,2013
muskingum,918734590,163360940,48952900,278286910,8187770,1417523110,2013
noble,93856280,89313940,2702350,14584810,4925320,205382700,2013
ottawa,1249020420,91152560,62256130,185825570,0,1588254680,2013
paulding,188132590,185465520,11229670,22903910,0,407731690,2013
perry,371373170,94770030,7236930,37960470,2440100,513780700,2013
pickaway,721451680,209636710,23842770,96626430,796020,1052353610,2013
pike,210091190,80521190,5195940,33462440,0,329270760,2013
portage,2357983710,153154110,183403970,452499640,6735070,3153776500,2013
preble,478790150,198473290,27116040,53866380,0,758245860,2013
putnam,437854200,210219100,25490880,37395600,0,710959780,2013
richland,1343397260,152121500,68283450,268209780,172090,1832184080,2013
ross,739943320,217788670,36473290,150648720,1530,1144855530,2013
sandusky,730831000,150195250,62526060,133366780,52310,1076971400,2013
scioto,616126360,135426040,10666660,131790020,7350,894016430,2013
seneca,563605140,226524640,31754300,91659840,19960,913563880,2013
shelby,588001860,183508740,105500210,88850830,0,965861640,2013
stark,4630061130,234197210,239565110,1039409800,10247180,6153480430,2013
summit,8627071180,101367720,314463190,2063504040,5930970,11112337100,2013
trumbull,2232023770,257095380,122947140,490932180,6004300,3109002770,2013
tuscarawas,1076733860,205820630,72686170,221352250,8406910,1584999820,2013
union,860225250,271807220,81703620,125314700,0,1339050790,2013
van wert,304790970,161625600,16487950,35895950,0,518800470,2013
vinton,83452680,64294140,4395270,6606960,2353760,161102810,2013
warren,4311822250,162821780,169057580,672182610,0,5315884220,2013
washington,663196600,153017160,51699750,178235240,1949060,1048097810,2013
wayne,1459153860,259043140,130554110,270497820,5710850,2124959780,2013
williams,385610360,149128650,52915550,69686870,0,657341430,2013
wood,1770606500,222538710,176638230,498594590,2900,2668380930,2013
wyandot,229291710,213825150,20687880,33653120,10260,497468120,2013
adams,202636990,125627570,63437250,33760250,0,425462060,2014
allen,1149315330,147722960,114517150,324030480,0,1735585920,2014
ashland,610844580,200685810,30957610,106029360,353720,948871080,2014
ashtabula,1036023760,343423590,87831270,242173510,1880790,1711332920,2014
athens,568443350,137134820,6243450,194304180,824680,906950480,2014
auglaize,602756760,285036820,54242130,92903380,0,1034939090,2014
belmont,709167570,125067880,27074660,197548340,40801570,1099660020,2014
brown,456779090,158345260,5721440,58157050,0,679002840,2014
butler,5202602240,223799030,485527180,1007835100,0,6919763550,2014
carroll,317474650,161144030,12865130,39183870,90134190,620801870,2014
champaign,461863950,243844910,27782160,58525670,0,792016690,2014
clark,1499329140,224344120,82637840,364218630,0,2170529730,2014
clermont,3012590620,215866350,105424880,575814230,0,3909696080,2014
clinton,453873060,295849010,24896530,122189040,0,896807640,2014
columbiana,1072017830,232775150,53027220,185071290,6093330,1548984820,2014
coshocton,331348470,140662450,45193380,70013110,3700680,590918090,2014
crawford,375214350,137196160,29196410,62016830,5400,603629150,2014
cuyahoga,18465266400,8546710,1166154630,7166003840,4716640,26810688220,2014
darke,622391090,437829910,37933910,86495580,0,1184650490,2014
defiance,427994860,259101040,26087080,85136890,0,798319870,2014
delaware,5500507980,189232460,134126080,606090630,54510,6430011660,2014
erie,1396820280,90314290,41989340,361328060,19540,1890471510,2014
fairfield,2389462060,287448960,43607770,450610980,838860,3171968630,2014
fayette,288796880,167713210,25248810,111508290,2960,593270150,2014
franklin,17875794510,87307720,1412717150,6180087850,0,25555907230,2014
fulton,521389450,300233950,61531010,76898530,110,960053050,2014
gallia,258014010,133509780,4957920,114192100,431100,511104910,2014
geauga,2293974430,325791680,96160970,239358990,2330490,2957616560,2014
greene,2708140110,297087880,45477180,703769250,0,3754474420,2014
guernsey,369977550,91021870,17146520,88394730,23380510,589921180,2014
hamilton,12724934270,57050780,887142980,3688758950,0,17357886980,2014
hancock,1024367840,312343660,84924800,235412860,0,1657049160,2014
hardin,265448620,336998380,20554330,37998400,0,660999730,2014
harrison,124614730,108445690,19114840,16964760,43783365,312923385,2014
henry,337889420,330299390,21705540,41236570,0,731130920,2014
highland,414581870,162408760,13074840,64769220,0,654834690,2014
hocking,408571080,54546150,7394630,41758960,667700,512938520,2014
holmes,451117010,256340870,44626420,96624480,2438140,851146920,2014
huron,656539650,188095010,38521440,115714930,685890,999556920,2014
jackson,285554310,100365260,15653950,63914650,393850,465882020,2014
jefferson,624141710,91682260,68834930,134918180,7163260,926740340,2014
knox,769240850,345589490,31483660,92824600,2538560,1241677160,2014
lake,4176976130,58667600,308853320,848785110,632860,5393915020,2014
lawrence,631020210,95898760,18991290,87303180,610520,833823960,2014
licking,2678249246,359774729,133156532,561045743,3036930,3735263180,2014
logan,698495710,232616610,71277120,102979110,0,1105368550,2014
lorain,4730553090,153993510,232521720,874832600,65760,5991966680,2014
lucas,4824312050,76267180,237550360,1627799750,0,6765929340,2014
madison,561419190,369875710,37554030,108654260,0,1077503190,2014
mahoning,2721405840,178350040,147734990,727134650,5992300,3780617820,2014
marion,644674200,212144970,40019770,135528520,1720,1032369180,2014
medina,3386890270,267826410,165335760,564732050,378660,4385163150,2014
meigs,159454970,95999230,21007820,21152550,6933370,304547940,2014
mercer,594137420,377001010,27602870,64805480,7230,1063554010,2014
miami,1481273000,196108290,132408040,251079390,0,2060868720,2014
monroe,97315830,107663220,7117170,14942680,24432790,251471690,2014
montgomery,6451966670,197415370,279515810,1717859840,0,8646757690,2014
morgan,115324710,93114870,3438740,21762230,1080680,234721230,2014
morrow,480531050,212787960,9136690,39029680,1950600,743435980,2014
muskingum,922920340,161938720,50161710,286067700,6854370,1427942840,2014
noble,98763300,114970670,2365910,14870990,8383640,239354510,2014
ottawa,1261725180,90520040,62335600,186073030,0,1600653850,2014
paulding,189758520,185954760,11713680,22740870,0,410167830,2014
perry,370202780,121281170,7153060,37907720,7081830,543626560,2014
pickaway,711724480,360610310,23459270,93529010,798300,1190121370,2014
pike,211041170,95890230,5282910,32974370,0,345188680,2014
portage,2374414560,151699440,181692620,468705790,5817310,3182329720,2014
preble,469706660,325974900,27741190,54292810,0,877715560,2014
putnam,444282010,374753760,25884520,37619780,0,882540070,2014
richland,1311524210,240651530,68282390,265935470,189800,1886583400,2014
ross,739254960,217577140,30604240,147408350,2030,1134846720,2014
sandusky,734429830,149879170,68663740,135598960,47020,1088618720,2014
scioto,618887300,137056960,12366040,134143650,7350,902461300,2014
seneca,554653030,412282050,32177040,91393400,8870,1090514390,2014
shelby,611528240,311637530,103019010,83431010,0,1109615790,2014
stark,4658318610,239997240,253001080,1054042260,11492910,6216852100,2014
summit,8448869940,106836780,330044870,2134510080,3721820,11023983490,2014
trumbull,2169653050,293297790,117027250,486394140,5523050,3071895280,2014
tuscarawas,1083108870,206371350,74318230,221960320,6041010,1591799780,2014
union,873705990,272421690,83545510,128540650,0,1358213840,2014
van wert,305206430,321179350,19887570,36660630,0,682933980,2014
vinton,83638490,64915110,4395270,6568700,2314770,161832340,2014
warren,4384742230,163757000,171459570,690440800,0,5410399600,2014
washington,665009070,153468590,50650780,183387590,3334200,1055850230,2014
wayne,1465921300,376738340,138227900,274620810,4683940,2260192290,2014
williams,387642500,149102000,52566850,70022230,0,659333580,2014
wood,1798396620,420075490,177872610,495959600,2900,2892307220,2014
wyandot,231016760,212396600,20588610,32966330,12790,496981090,2014
adams,203274470,125566990,63244510,34484950,0,426570920,2015
allen,1164123580,240015570,104096220,310758780,0,1818994150,2015
ashland,613995980,199909510,31624290,104535990,430110,950495880,2015
ashtabula,1035314580,344770220,89241500,238576600,1937850,1709840750,2015
athens,570534270,137878900,6231690,198538270,776770,913959900,2015
auglaize,605517440,285033620,55090410,91955080,0,1037596550,2015
belmont,787587510,136311210,27131680,222305720,111268230,1284604350,2015
brown,477535580,212075940,5678500,59063560,100,754353680,2015
butler,5254023870,224105890,494419270,1022619190,0,6995168220,2015
carroll,319604930,162424970,13712100,42112880,173681100,711535980,2015
champaign,466194550,242063910,27646650,56839410,0,792744520,2015
clark,1500493770,222520710,81367920,358366090,0,2162748490,2015
clermont,3021014190,217872580,102888420,583002340,0,3924777530,2015
clinton,454906160,294357350,25147030,124197760,0,898608300,2015
columbiana,1077534890,235766390,53817820,184630410,24138650,1575888160,2015
coshocton,337521250,195587440,46793390,71563440,3780470,655245990,2015
crawford,376599400,219016730,26485670,60863990,5400,682971190,2015
cuyahoga,18777331900,8924480,1123124570,6647616960,3988530,26560986440,2015
darke,626638020,437619360,38403390,89282860,0,1191943630,2015
defiance,430900130,260410260,25905970,87594040,0,804810400,2015
delaware,5625831060,188996390,138021270,634862240,53820,6587764780,2015
erie,1396165330,125797680,43805800,373021200,19910,1938809920,2015
fairfield,2416065080,286451130,41812250,464807390,895070,3210030920,2015
fayette,290587480,279038490,25170860,105913310,2960,700713100,2015
franklin,17952102610,91945140,1445171390,6276207330,0,25765426470,2015
fulton,523448940,298485000,59189250,76557330,110,957680630,2015
gallia,258763160,134757300,5006170,116589920,424510,515541060,2015
geauga,2305194910,326904750,96865650,238763060,1952880,2969681250,2015
greene,2727307420,297431520,45806880,697517080,0,3768062900,2015
guernsey,422096800,120917740,18241700,97934440,59400380,718591060,2015
hamilton,12773715310,56448310,887127240,3694211080,0,17411501940,2015
hancock,1039186240,310652940,85027740,239922400,0,1674789320,2015
hardin,267953950,334443570,22253820,37711490,0,662362830,2015
harrison,125196360,106194810,16967640,17315250,118248430,383922490,2015
henry,339869990,329039090,22860460,41012330,0,732781870,2015
highland,427360670,239223340,13152180,64674210,0,744410400,2015
hocking,412587520,55666670,7522060,41494700,657000,517927950,2015
holmes,461186640,259513480,48210770,99148660,2261730,870321280,2015
huron,663597100,263294480,34112640,116125470,754360,1077884050,2015
jackson,286038990,100597580,16412960,63877180,393850,467320560,2015
jefferson,647806600,101229030,66647560,135645130,10429140,961757460,2015
knox,775216880,344345230,31105960,94390660,2297850,1247356580,2015
lake,4264570840,61913580,308328880,837373830,516820,5472703950,2015
lawrence,634865470,96310200,18988720,89046860,545970,839757220,2015
licking,2683804620,357431770,138363760,503662900,2719230,3685982280,2015
logan,703509990,231092620,73202980,102190710,0,1109996300,2015
lorain,4933726070,188900470,230532240,885790530,50390,6238999700,2015
lucas,4893292140,104464190,236967680,1615237110,0,6849961120,2015
madison,565108330,367388220,38119880,100184880,0,1070801310,2015
mahoning,2729695710,175866110,149535580,788728610,8327340,3852153350,2015
marion,645090790,216050200,39187510,136091590,1720,1036421810,2015
medina,3429985150,268764820,168774090,580485210,632210,4448641480,2015
meigs,161078130,96314900,21229910,21533120,6965330,307121390,2015
mercer,604495840,378266270,27282450,64594220,7630,1074646410,2015
miami,1494286660,194330610,132136400,259158300,0,2079911970,2015
monroe,97973190,112872250,7156590,15213480,67970000,301185510,2015
montgomery,6451067020,195792530,283173030,1727048250,0,8657080830,2015
morgan,117067840,105360590,3336110,21234090,3040850,250039480,2015
morrow,485641400,211808310,8681700,39018090,2080920,747230420,2015
muskingum,941390040,185118070,57302270,282442200,7853720,1474106300,2015
noble,100833260,115065360,4366560,16840750,70585210,307691140,2015
ottawa,1305353800,134088580,62014450,188260450,0,1689717280,2015
paulding,191533430,184669080,11063170,23748530,0,411014210,2015
perry,368584940,122124900,7066920,38290910,5243620,541311290,2015
pickaway,720771900,359730470,23498220,94362680,897720,1199260990,2015
pike,212635830,102184300,4685890,35521020,0,355027040,2015
portage,2416645380,170060350,194796540,468397680,5394810,3255294760,2015
preble,470700380,325115830,24273000,58784310,0,878873520,2015
putnam,450703420,372484820,25784550,38033290,0,887006080,2015
richland,1307068980,240032060,67071300,265007020,424840,1879604200,2015
ross,744259200,216962310,28636300,155524760,1570,1145384140,2015
sandusky,736356830,244568600,68605740,136570520,68670,1186170360,2015
scioto,623697810,138852670,11323020,136143790,7350,910024640,2015
seneca,556900530,410872450,31648340,92399650,6850,1091827820,2015
shelby,615305060,309657910,106319600,84773520,0,1116056090,2015
stark,5058930400,277506480,265234080,1143719250,11223900,6756614110,2015
summit,8480370610,106852730,332684290,2126690260,3424250,11050022140,2015
trumbull,2169992890,292833480,118509940,487987070,4707260,3074030640,2015
tuscarawas,1091774650,209494420,75694850,223102880,6783550,1606850350,2015
union,916228330,274583050,84973210,129720600,0,1405505190,2015
van wert,307693050,320253720,19573650,36494630,0,684015050,2015
vinton,88380920,72099020,4362770,6361270,2468790,173672770,2015
warren,4789353630,213388320,177748810,712953640,0,5893444400,2015
washington,671698550,156275800,50484610,188299920,3301060,1070059940,2015
wayne,1475211710,378554650,138528400,271792090,4225970,2268312820,2015
williams,394680640,234231270,54208360,68666850,0,751787120,2015
wood,1813362420,419408480,177692250,492851470,750,2903315370,2015
wyandot,232159410,211628980,21630460,32529350,12790,497960990,2015
adams,205338130,129030090,64129000,34768300,0,433265520,2016
allen,1170477810,238709600,105584520,311522970,0,1826294900,2016
ashland,617344710,199778480,33919690,110614580,478630,962136090,2016
ashtabula,1034700090,346786930,87174730,238116840,1820510,1708599100,2016
athens,573319080,139591440,6231690,193342110,828320,913312640,2016
auglaize,610822710,287426490,55419330,92292750,0,1045961280,2016
belmont,788382070,137028450,26856120,235860390,187385970,1375513000,2016
brown,488342570,207820930,5678500,59498930,100,761341030,2016
butler,5305347870,227715680,501029940,1019740860,0,7053834350,2016
carroll,347867610,173974460,14345110,42573360,216246190,795006730,2016
champaign,489746550,262436960,27717730,57811460,0,837712700,2016
clark,1553043660,246200140,82631670,357006730,0,2238882200,2016
clermont,3037835470,221209470,104879810,590714870,0,3954639620,2016
clinton,457033090,294554240,25163250,126581670,0,903332250,2016
columbiana,1127803520,229827700,61801610,193633960,23987380,1637054170,2016
coshocton,338492280,194876590,46517350,68786850,3633790,652306860,2016
crawford,377035400,218777500,25943990,60584360,3050,682344300,2016
cuyahoga,18828135780,9384170,1123366370,6575648970,2578410,26539113700,2016
darke,632416750,439525450,40669050,91588380,0,1204199630,2016
defiance,433970250,261564600,26639750,88112470,0,810287070,2016
delaware,5753691070,189729120,127862660,677535890,49570,6748868310,2016
erie,1401854020,125792810,43604010,376814780,10600,1948076220,2016
fairfield,2570088470,307116050,42432730,459318020,745830,3379701100,2016
fayette,291970900,279221440,25337260,104978640,2960,701511200,2016
franklin,18047564500,89630100,1498061390,6467481230,420,26102737640,2016
fulton,527185990,298142590,59757730,77446850,110,962533270,2016
gallia,260162250,136807850,4992790,117877090,448300,520288280,2016
geauga,2320454500,325956090,97315840,240745870,1680970,2986153270,2016
greene,2755985340,296808130,44848000,726350930,0,3823992400,2016
guernsey,423936210,118052800,21415690,99630630,107657820,770693150,2016
hamilton,12796935120,58630780,875043800,3753498220,0,17484107920,2016
hancock,1110989730,350240320,82498190,251595000,0,1795323240,2016
hardin,270928330,332949750,20351990,38228210,0,662458280,2016
harrison,130765840,108467170,16034300,17065200,225803260,498135770,2016
henry,341984780,328372700,22991310,40521750,0,733870540,2016
highland,431782510,241985580,13143350,64726520,0,751637960,2016
hocking,452039610,43086430,8337880,44374450,678580,548516950,2016
holmes,504602420,283025670,58052910,111179150,1958690,958818840,2016
huron,667107760,262046960,37450580,115673290,630260,1082908850,2016
jackson,340273790,48457030,17590500,65444820,393850,472159990,2016
jefferson,648846660,100930600,66655430,135370610,13090030,964893330,2016
knox,783137990,345347860,30586940,95457790,3224480,1257755060,2016
lake,4285413420,61876230,306131560,826005640,314150,5479741000,2016
lawrence,692618230,105275470,19839070,94917780,384770,913035320,2016
licking,2712440390,358612513,145770813,517932526,2456389,3737212631,2016
logan,751227800,256688080,76367360,100241110,0,1184524350,2016
lorain,4982620210,190261670,233024450,886022990,39490,6291968810,2016
lucas,4913387240,103779570,239538440,1627162080,0,6883867330,2016
madison,569512960,368583760,35292530,99288230,0,1072677480,2016
mahoning,2738016060,175578360,150404610,779075680,6006820,3849081530,2016
marion,662893390,242845180,38986890,137380460,1720,1082107640,2016
medina,3750624770,274258910,177512370,624992210,568260,4827956520,2016
meigs,168289380,98586580,20110680,21802630,7175930,315965200,2016
mercer,613527420,379168640,27573330,65706290,3520,1085979200,2016
miami,1593858940,217481160,135668050,254932840,0,2201940990,2016
monroe,117996230,142295330,8615510,16034400,111604010,396545480,2016
montgomery,6469914530,196425490,285262620,1749512730,0,8701115370,2016
